audiocap_id,youtube_id,caption
3105,0ES5i4nwdGk,Cat meows high pitched yipping
3107,0EVyUEVloBc,A small train horn blows
3100,0EEc3d8xnWg,A small engine is running and a sawing sound is present
3102,0EJ0-DkW_Zo,An adult female is speaking
79313,iF2Tc_3KfWk,Woman pretending to be a telephone ringing and speaking while other laugh in background
4092,0cYckigNbjQ,A woman voice and a goat sound
4097,0cccxpIx08w,Men talking followed by gun fire
4096,0cacPpZpUqM,A truck engine running and people talking
4094,0c_XVbMipA4,Light clattering in the background
4099,0cfi0pm0nZA,People are talking and a police siren goes off
81130,jbIOGuIs-jI,A music is played while something swishes
56399,T1CAM6pZHyI,A sewing machine operating followed by a woman speaking
80941,jSsuPWcxkXo,A toilet flushing
100092,xtcv8dDXUXU,A water vehicle moves nearby while wind blows
23361,943ov-kje9E,A man delivering a speech as a crowd cheers
23366,94Bx6fL7GI0,"Light grinding followed by a long, slow, steady rubbing noise"
23364,94A0DDILToI,A horse is trotting making a clip-clop sound
101644,z87_LQBHFEc,"White noise together with splashing water, distant speech and light wind"
101645,z87bc_86FqY,Wet smacking with buzzing of an insect then some whooshing and swallowing before music plays
23369,94EgORRgiuE,A woman delivering a speech with some light laughter from others
23368,94Dogkx6gC0,Water crashing and wind blowing
40297,IRfOj7UdnZI,A phone rings nearby
58506,UUCVxeFOhQE,A vehicle engine works in idle
6655,1eaS8S2M1rA,Multiple sirens sound and stop followed by a man speaking
6651,1eNuyqlm0nM,Continous crinkling
6650,1eLjEl8eDqk,A vehicle moving slowly on water and accelerating
92003,rgnywiXRCk0,"A mid-size motor vehicle engine accelerates quickly and fades into the distance, followed by tires scratching and squealing and a motor vehicle engine revving and accelerating"
21839,8K0ymYWoEQw,Metal bells are ringing a tune
24809,9pJxCW3gGFE,Food being prepared
6385,1ZAWtCLo5FI,A motorboat is speeding in the water
6384,1Z9N6f9KN8w,"An adult male and adult female speak, and motor vehicles are passing by"
6387,1ZCS_VtfYN4,The waterfall flows as the wind gurgles
24808,9pIohTq2zcg,A child speaks and wood is rubbed
6381,1Z4bkTmdJ2o,Bugs buzzing followed by a man speaking
6380,1Z4QoVbiFIU,A woman speaks followed by a crying baby
6389,1ZHIoV0ybVU,A cat is meowing
6388,1ZCiSVMIfEc,Several young adult females are talking and laughing
43977,KnYNWJ6FJCs,A person talks as a frog rabbits loudly nearby
72104,d0xneZAcJrU,A man talking while a car engine is lightly revving followed by tires screeching
24800,9p4Jg-ourVA,Train horn honking followed by bell ringing
24807,9pHO3OYSApY,Multiple children singing in unison
72109,d11WxCj6Fi4,People laugh loudly nearby multiple times
75756,fhC4hHGubIc,Women laugh and a woman burps twice as others talk and laugh more
21836,8JzpjitEHR0,A man talking with insects buzzing and birds chirping
91489,rJTqFODeD8A,Water trickling and splashing while a person sings in the background
85758,myyzG5TnW1g,A large flow of liquid
85755,mytTV4_Hjpk,"A car alarm sounds up and then beeps loudly, before stopping"
35359,FMN38jeqMDs,A man speaks as pigeons coo in the background
5139,12cR97F9Ts8,Man speaking followed by a splashing sound and a woman sounding surprised
5138,12cKGgJ2Clk,"High pitch drill whine, followed by a man speaking"
5137,12cG_JS3SH8,A person talking and a dog barking
5135,12bmrnsbXq8,Someone snores insistently
5133,12aaOTA5t90,Male speaking while sounds of buzzing in background then a lady speaks
5132,12Y-_doK81M,A thunderstorm raining down while a voice speaks in the background
36383,FzzboZDObbs,A man talks followed by a car engine starting up and rattles
70214,beMha0ga9O4,A man speaking alongside metal scrapping and filing
36385,G-5FCUd9_cw,"People talking, and clanking dishes"
36388,G-Fg7OK3nZE,Person snoring slowly
71126,cIhQ7ytsJ08,"A woman speaks and whistles, and a crowd laughs"
71124,cITU3DiV3Bo,A device emits musical beeps multiple times
90426,qTRzwHMf7SE,Children yelling laughing and talking
80987,jV9mMACv23c,A child speaks with some rustling and distant humming
44166,KvaEiP55pCI,A speedboat drives closer and wind blows
80981,jUovhnieca0,A vehicle engine revving then running idle
80982,jUpYE5FY5bw,A bang and a scrapping noise
64987,YyorRwSM9Kc,A vehicle horn honking several times followed by electronic beeping then a vehicle door closing shut before a man is speaking
84409,m-DXxhb9NVc,Several ducks quack
32633,DlbdHPqwNr0,"A dog roars in the distance, as an engine idles in the distance, and then a doorbell rings nearby"
87663,oPSDzRwBijs,Train going down tracks blowing horn
87667,oPiG3ZfnvzA,"A man speaking, followed by a fluttering sound"
83758,lXH2se1wbiI,"An engine runs, idles up and then down and stabilizes"
76474,gEAl7A49BTA,An engine revving away with tires screeching
47609,NB59h07R0_Y,Tapping noises followed by trickling of water
76470,gE2zuT0B-Yc,Something is revolving very fast and the loud burst
15564,5MmR-wXddVw,A man is talking then starts up an engine
8243,2J872H4vjxA,A constant beeping sound
8241,2J4b-ns3UPE,Men speak followed by a loud bang
15560,5MbQkigJop8,A machine runs then a man speaks
15563,5MfA-Ty5Bug,"Woman speaks in distinct accent and at the same time noises of splatter, popping and sizzling from frying food"
5461,1ApILFGOpy8,A man speaks and plastic crinkles
92374,rycqWY2NUH4,Some liquid flows
86133,nESJROkyJMo,A water faucet flowing on and off as a man is speaking
7599,22FJV6z1J3Y,A woman is talking and crowd clapping
7593,227-Na3kLsU,A blustery wind blows in short gusts
7592,224Not7oRgY,A truck engine is running and a man and a child are communicating
7591,221wCIrFQWw,Women talking and dogs barking
7590,221Ia1cD5dQ,"Wind blows hard, a cat meows"
100005,xozzXENvzP8,Goats bleat nearby
49783,OaEDezCtxm8,"Chickens cluck, and a man and child talk"
65165,Z4c7dTmt6Uw,"Mumbled, faint voices speak in the background while a vehicle accelerates quickly followed by the vehicle passing"
69805,bL9f2HIuTa8,"Clacking of pots and pans, water running from a faucet"
101158,ykbyFGtnVlU,Humming of a revving idling engine
34689,EvONkDObszE,Waves rushing in and people speaking
5692,1Gw4p_2gtQw,A helicopter passing by
5696,1H5-1SipeXo,A person talks softly in another language
5697,1H6sOay0DWw,Some small birds chirp near and far
5694,1GxtVIkBbZo,A goat makes two loud screams
96266,v--dwdsgFNo,Crinkling plastic
5698,1H7qOHW0K_g,A young girl is talking
5699,1HBpQPSiBfw,A horse is trotting and a person laughs
74606,erJG4OW7sFA,Steam hisses nearby at moderate speed
89318,pdsqinS_7sY,Clicking on a keyboard
38854,HWMiDaixD8U,Birds vocalize and wind blows
5968,1NpQbziC5yM,A helicopter rotates its wings in the background while a man talks and a machine beeps
16149,5clI-wf8_24,People having a conversation as they ride inside the moving bus
16148,5ckHyaUmfEI,"A person and a small dog howl, people speak"
16147,5cgAwvF40l8,Mid frequency of gunfire being shot
16146,5cdvkvakDJ4,Male speaking as wind blows across microphone followed by tapping and insects buzzing and chirping
16145,5ccUeHlMqH4,Loud humming and buzzing from speakers
16143,5cWQ9lZeJLQ,"Someone sleeps, snoring and breathing"
16141,5cTPQn6VMHU,Pig oinking with wind chimes blowing in background
16140,5cSINu05DHI,"Water flowing from faucet, followed by splashing sounds"
36732,GCETAb5PT7I,A faucet opens up and water pours out into a basin loudly nearby
17238,67XyWWlDjJA,An artillery gun is fired loudly three times
17239,67_FrupcCS4,Faint vibrations mixed with snoring
17232,67NrNgStyLc,A bike being drive at top speed
17230,67NO3Hp-yG8,Helicopter propellers are running as a woman talks
17231,67NYH3dKEd4,An animal makes a whimpering noise
90953,qtkJkSFNR3M,Speech followed by gun fire
64690,YkxxnlvB3mk,Ocean waves crashing and wind blowing into a microphone
64691,Ykzc0bXbKhk,Crumpling and crinkling with a person talking
60536,Vrh7qRAKzqs,Helicopter whirring and receding into the distance
11698,3iPlzo1gZ9o,A single loud sneeze
11699,3iQ-UUE8MZE,Some wet smacking followed by multiple gunshots then whistling
11697,3iLiEfZGVKg,"Metal clacking and scraping occur, and an adult female speaks"
11694,3iKaVJsj6co,"A crowd of people are yelling and clapping, thumping occurs, and an adult male speaks in the foreground"
11692,3iGkdWGDGf8,Racing car engine shifting gears
82937,kubz8ovpTMU,"A baby cries nearby, and then cries louder"
82930,kuHl2QzQrKU,A few people having a conversation together as water trickles in the background
89363,pg4HbzuxCIE,A kid cries followed by a woman talking
46157,MEXTa3e8PpQ,Person whistling
82939,kuhLt_FCQhc,Birds tweet and a man talks while insects fly
46152,MENLaOTQn_E,Birds chirping and ducks quacking with water lightly splashing
27918,BIMT2IAxYck,A man and child are speaking with wind noise in the background
69110,apx2TgB3Pq0,Railroad crossing beeping train passing and blows horn
64347,YW5nSVMJ4lM,Humming of distant engines with a woman speaking
27910,BI6GglxHa5E,Food frying is followed by a woman narrating her cooking
27913,BIAkLC-gy2Y,A helicopters' engine and blades drown out a man speaking
27915,BIEba1DBdgQ,An engine reviving followed by a male speaking on a loud speaker
27917,BIH_O-Pb9NQ,A heart beating and wrestling water
43080,KDtWoT5sBNw,"A woman talks, and then an item explodes in the distance, followed by screams"
99359,xK0pH0F3Zos,A man speaking followed by gears cranking and a motorbike engine starting up
101051,yf9i1eHYjp0,Clanking and muffled speech with brief baaing
53919,RLUk6xR9C3Q,A man speaking alongside water softly trickling followed by a train running on railroad tracks and a train horn blowing
43081,KDwDtgg9Vi8,A speedboat is racing through the water
99353,xJhyblfAnOU,Someone sprays water from a compressor
97607,w04kMTd4y4E,"With vehicular traffic present in the background, a large motor vehicle engine runs and fades away, followed by an approaching second large motor vehicle engine, and an adult male speaks briefly as the second engine passes by and fades"
97606,w02RC-xStmI,Man snoring and groaning
97601,w-rWSmCANHY,"An airplane approaches, followed by a musical whoosh effect"
45712,LwPC69GhUmE,Crinkling with a woman speaking
45711,LwOyN-Q30u0,Water boat racing by and person speaking on loud speaker
9238,2hfcKN22z1g,An engine revving and then accelerating
9236,2hcY8kXQj60,Train horn blows while chugging along tracks
9230,2hWpvbxqUMk,Small electronic scratching
9231,2hYNQDynVrY,A male voice is heard speaking before a loud roaring noise
101052,yfEAbXFTn-0,An engine accelerating rapidly with brief male speech
12349,3zEcQNWZK1k,"A male voice cajoles repeatedly, while a dog barks and growls"
12348,3zE2MIGxFOk,An object is repeatedly and forcefully submerged in liquid
62973,X_MxK_qkW4M,Music playing while a person is walking and gunshots are fired
62972,X_L83aEspDE,A crowd of people applauding
62975,X_R6unqzh7U,Vehicles revving and moving away
80263,ix6DL7Uqkzc,A clock ticking
62976,X_RJ3emCaw4,A man speaks as water is trickling
12341,3yxrcjvnQSQ,Clicking noises and a toilet flushing
10276,37VtG80p5rY,A man is speaking and water is trickling
10275,37Upn7rqtvY,A man speaking while it is raining
10274,37Rlm80QkyM,A person whistling
10272,37P979OAT58,People are talking and a car passes by
10271,37LIS09-M14,"A man speaks, plastic crinkles"
101055,yfOIXkYrgEY,Leaves rustling and birds chirping in the background
10279,37bXhxNTyJE,Clip-clopping and speech
63370,Xq_525nobSc,A man speaks excitedly
63378,Xqp3XENea2g,A person walks across wood and faintly speaks
48650,NpK5DsRkpyk,An implosion takes place and then a sizzle noise followed by a bird quacking
1503,-ZoDTivLPpI,An engine that is being revved at a high number of rotations which is then left to idle
21549,8AcsDy0H6WI,A power drill is in use and a man murmurs a little
21548,8AbCp_xD_OU,Birds are chirping and wind is lightly blowing
21542,8AUe4VGjmlQ,A train is idling and blows its horn than a group of people speak in unison
21545,8AVztYoEXkY,A young child is talking in a whiny voice
21544,8AVnBtJNck8,Men talk loudly and robotic ally and then a loud burp
20495,7dMxxfAKvbM,People are conversing and a long high pitched beep goes off
20496,7dNJWByoz10,A dog is panting heavily and something is scraping against a surface
20497,7dP4ahOgV10,A man speaks and sands a piece of wood
20490,7dFcyKcvtfk,Birds chirping and water gurgling are followed by wind noise
20491,7dGdVl_3c6A,A young boy is burping and talking
20493,7dK7_x9tYFs,A sewing machine is beeping and slowly being used then used a little faster
20498,7dUjeTRWask,Loud sirens screaming
20499,7dXnncNtvp0,Water is sprayed several times quickly
68445,aMdPNx3Z6kQ,Wasp and man yelling
26790,AjXQTSc-Igg,"Emergency sirens, engine revving and yelling"
26796,AjbyESmmyts,A child is coughing and speaking
26798,AjjPSyKhXUI,A vehicle engine taking some time to start
24322,9YiF09pnPx8,Smooth music as a door clanks open and clanks while closing
24323,9YjdJOKzKk8,Tapping noise followed by a burp and sudden laughter
2979,0BSZPjN2XzM,A baby is crying and an adult female is speaking
24326,9Ymd0o949Lc,Engine running continuously
24327,9Yna-X_SrYk,Birds chirp quietly followed by a person speaking
24325,9YkOcQyUbKY,"Loud, continuous snoring"
2972,0BI9tPQJIxo,The sound of a sewing machine in operation followed by the voice of a female Chinese operator
2973,0BLiYNtFSjA,A rhythmic clip-clop sound is present
2970,0BEX3P5J80U,Creaking and then crinkling
2971,0BF2cR9KkeY,A man starting to speak and mumbling and stuttering
2974,0BMbA9wcc0s,"Animal noises, barking followed by a man's voice"
62395,XCGvXeuo7Is,A bus approaches and passes
68994,al1nyhgJM9g,Hissing and vibrations with a faint whistle
68997,al801VjCvn0,"A man talks, and then an object wipes on a surface"
68999,alBeVZbUig0,Wind blows and a motor runs
68998,al89crXNtjg,Water rushes down a stream
62398,XCViD_p8rA0,Ticking of a clock with distant humming
1506,-ZqAmeo9xl8,People faintly talking
79152,i7kfKu45lRY,Steam hisses loudly followed by a series of a chug-chug sounds while people yell faintly in the background
79151,i7g-wAi4K5k,"People laugh, followed by a goat bleating loudly, after which people laugh more"
79155,i7pSyBUtCeE,A young woman is talking and the rumble of a truck goes by squeaking at the end
24498,9dyA0yt-M4s,A man giving a speech
54112,RTg1voeoRWE,Some liquid flows slowly
34468,EnuvbweXBHo,"An adult female speaking, followed by electronic beeping"
51885,PwF-GSTC9-4,Typing on a computer keyboard
34467,Enq6kC0FmS8,A beep sounds constantly
35733,FaKfO55jZII,A man speaks and then a car horn blows
29220,BxIXSyAWPAI,A group speaking and murmuring with brief screeching in the background
51566,Pih-ZJhlsoU,"A man talks, and then a baby cries nearby, after which a man talks again"
51567,PiiAvkdv3JA,A man talks over a large crowd of people yelling and singing
23569,9AmurOYkjTs,Fast siren and people rapidly speaking foreign language
23567,9Ak9Gft4q_Q,Race cars with human speech
23566,9AjbNd-uBSc,A truck idling then accelerates
23561,9AfY0C7z_Hg,A man speaks clearly and carefully
47280,MxrkUcTsGNU,A person presses several keyboard keys at the same time
27678,BAo2Ogc7j0A,Rustling and wind
27674,BAdmrKDwg7g,A man speaking with loud applause
27677,BAnD2bEf-5k,"Beating noise, a man speaking and engine starting"
27676,BAixAFab4jc,A tool motor is running and sawing of wood is occurring
27671,BAWoITHESDU,A loud buzzer is followed by a boat accelerating
27670,BAV8BwFG578,An engine hums and accelerates
27673,BAdFEghmxS8,"Scrap, scrap sound, man speaking and sheep cry"
83713,lUpoXDQymgM,A person snoring
74644,esvW_b6NDUs,Snoring then a male speaking
74640,esn9mdFzazE,A loud beep sing songs a few times and a door rolls open
29222,BxLGLJTwVG8,"Birds chirp and sing in the background as an adult male speaks, crunching footfalls occur, and an animal growls"
51692,PoPcMhNHlo8,Quick gear shifting of a car with the car speeding by
51696,PogU5EKLwgo,Water splashing sound with a person talking
51695,PofkT5V9BuE,A series of burps followed by two men laughing
73146,dlKD9ubKJ7w,Someone knocks into something wooden
73145,dlI2iVk7ssQ,"In a quiet environment, an adult female is speaking, two muted thumps occur, and a cat meows once"
93199,s_zpbgBUgNI,"A crowd of people applause loudly, and then there is some talking"
56512,T5knqAua1uU,A frog sings and croaks
58372,UNjIcZaQ9YM,A vehicle revs up several times as police sirens sound loudly nearby
98740,wr0lPIYTGzA,A man speaks and a machine runs
100869,yWYUym2yebk,A man speaking through a radio as a muffled aircraft engine runs during a series of electronic beeps
100860,yW51STHniwU,A man speaks and shaves wood with a rasp
100867,yWW7VGZEZA8,Humming and rustling with goats bleating
100866,yWOeusquiJk,A person is snoring
100864,yWGCO5GEjDc,Low frequency emergency sirens
32171,DXXh-YbS5wE,An engine revs then idles
32179,DXja5QSkP3k,A toilet is flushed
75595,f_0nKBMELPs,A horse neighs and runs
75594,f_-WHgXTokA,A baby cries and a man speaks
75593,f_-A5zq1-Oc,Whooshing and pops followed by men speaking and laughing
75592,fZzLIfGogs0,A motor vehicle engine is idling as a door closes before an engine makes a loud rumbling sound
41077,IwFoArJmZp0,A man speaking as birds are chirping and gusts of wind blow while leaves rustle
21956,8O1-xkdujHQ,Female speaking in a monologue
21954,8Nz-HAPtMYQ,"Some people talk and yell, a boat engine idles, and some birds chirp"
21955,8NzS9Sh_5SQ,A man speaking and a woman speaking back
21952,8NslBhMiRhE,"Loud hissing occurs, and a bell rings and an adult male speaks in the background"
21953,8NyyKliIN74,A small baby crying and man speaking
21958,8O5usPUa1Yc,A dog barks and is echoed and a woman speaks
21959,8O6WMIpjXzU,A man with his finger rubbing on a cement edge
3727,0UHo6wugWvU,"A truck makes loud, mechanical noises while a man speaks in the background"
3720,0UBf6Dv1lSY,People are whispering. A child sneezes
4934,0y6GuTFwHT8,"Clip clops of a horse with some louder bangs, a dog barks in the distance"
4937,0yC3LqdrBEE,Racing car motors are running and an adult male is speaking with other people in the background
2109,-oirv3MG1vs,Male voice with large spraying noise in background
99839,xhJMxRbawik,A frog croaks intensively
2104,-o_bi5E4kY4,An old engine idling while warming up
14016,4hjW385XyHE,A cat meows repeatedly
14013,4hj43x3hrpc,A engine from a vehicle runs and then stops while a man speaks and a woman laughs
14012,4hijHihnKzY,Small motors hum
14011,4hhemw8Opcw,A female gives a speech as a pig oinks
31170,D-Aj3l3G0CY,A young boy speaks followed by a medium-sized audience clapping
53879,RJyG8wZQU5c,Continuous rustling
36417,G07zyaZPN3g,A man speaks then wind blows and water runs
36414,G-ydXhTACoA,Sizzling with clanking and female speech
34817,F-DUG9Vl_io,Cat purring and meowing
99307,xH3tBcKwIVE,A train passes with rumbling sounds followed by the train signal and horn
263,-5kRgp_lxpk,Clock ticking with a beep towards the end
62413,XDKOjXS0pOk,Some liquid flows hitting a metallic surface then a woman talks
83517,lKhe8BxkRnU,The wind blows and rustles through the trees
83514,lKfQSeJrv7U,A middle-aged man talks the entire time while there is a lid lifted and a sizzle of frying food at the end
261,-5iktaMzAaA,A woman speaks followed by a faint male voice and laughter
260,-5hpi8RdpFo,A motorcycle engine revving up
267,-5uuZRObZH4,Motor of a car running someone talk in the background
266,-5rnGk2e1ao,A woman barking and a small dog barking in return
265,-5q8Wh2H8fw,"He is speaking, a kissing sound is made"
85824,n0R56llbFSw,A drill motor stopping and starting followed by a man speaks
85825,n0SlDVG1UlU,A sewing machine makes repetitive sewing noises nearby
85826,n0WXmTiCaO0,An animal cries and howls and then someone laughs
15765,5SHqSzM75u8,"A motor is running, an adult male speaks, and a baby sneezes and coos"
11872,3mgBYjfQG70,Women giving a speech
14801,52-xkyZ2WdA,A helicopter is idling on the ground
61497,WX_sAXJKA6M,Paper crinkles as a child whispers nearby
18224,6aCqNjj-coU,Sheep calls with male speech
18225,6aDuAMTOvgw,A man is talking then a whistle is blown sharply several times in a row
18222,6a8Hnuk-TiI,A crowd cheers as a man speaks
18228,6aMgbaB8hfg,"An adult male speaks, a tool motor runs, and metal whirring occurs"
18229,6aMpKqc0Kjc,A train passes with its horn blowing
11877,3mt11BuP5dw,A medium sized crowd applauds steadily
23485,988LkZfWE4c,Background music with male narration
76105,fxm7RWemO8I,"Music is ongoing while an adult male speaks, a squeak occurs, and a large motor vehicle engine runs and approaches, and whooshing occurs"
23482,982reLfbJV8,A steady drone of an engine
14807,52HjUE3k4wk,"A small engine vibrates and runs, people speak"
76103,fxiqXTmAlXw,Music playing with rain falling and distant cracks of thunder
37065,GOUzHE73t3k,"People talk loudly nearby as pigeons coo and fly, after which a rooster crows"
39476,Huf1GcDXwfw,A man speaks with some clicking and typing
23480,980gUFGMSbg,"Gunfire and clicking are occurring, and an adult male speaks"
16037,5_9OerXtgkU,A child speaks loudly
31662,DH5YEalQLN8,A loudly clanking engine idling
37060,GORjnSWhZeY,"An emergency vehicle siren blows and fades into the distance, and the wind blows"
47449,N3dUn1pRuxM,A man speaks and pigeons make noise in the background
34102,EaputbGSeak,A car motor revs and gets slows down
34108,Eb5WOo2TGgU,A man speaking followed by sirens ringing
100412,y8rAEvCan-I,Some light rustling and scraping followed by a crunch
100413,y8wHg_9FRLk,A very high pitch engine starts
100411,y8os7zu_2Xo,Some people talk and a helicopter flies far away
100416,y91ABq82DlE,A man continues to speak as an object faintly hits a table followed by tap water running
100414,y8xae_qkKFM,Humming and vibrating of an idling engine revving followed by wind blowing
100418,y95OOKGmbcc,Plastic clicking followed by an electronic ding after each click and then a song plays
100419,y99q0I8x8rM,Humming of a helicopter rotor with wind blowing hard
16035,5_7jnILHQuk,Sewing machine working as someone gives a short speech
72461,dHXffjaLT74,Chirping and croaking of several frogs with clicks and people speaking faintly
63520,Xxeifm7ReKg,Water running and dripping followed by a man speaking
84881,mMYvVU3Q5gI,Waves crash against a shoreline
92617,s9LZQ-aF-mo,Rain falls onto a hard surface
84886,mMmDoHf471w,Water running followed by dripping then silence and brief music
30231,CV2D59Uyrqo,A woman speaking followed by a sheep baaing and a series of computer mouse clicking
100120,xvC8QQCIcak,Loud humming of an engine with people speaking
86032,n9sdcgrA534,A man and a young woman talking as a goat baas followed by a kid speaking in the background then water lightly splashing
4117,0dFKc-k5nCA,A man speaks quickly while water gurgles
4113,0dA-wDA6EGU,People are talking and one person breaths heavily followed by a loud noise and lots of laughter
4111,0d-mPaguXrE,A car revving its engine and getting closer than driving away
100126,xvM9WYP3WCw,Something whooshes and hits several times followed by a man shouting and talking
30232,CV4upq3XAD0,Wind blows hard as a motor hums and vibrates
31089,Cxi2KT1DTtI,Some animal babies whimper and cry softly
4118,0dGRxCpfAAU,Running water from a faucet
4119,0dI2kgPwiE8,An engine is revving as a man narrates
16032,5_26rkv5Nqo,A woman speaks and kisses before dogs run and pant
101955,zOEGjnrIErA,Music playing then a burst followed by birds chirping
101956,zOFKRP0gM_A,Continuous sizzling then three clicks followed by a woman speaking
101957,zOKcus-GY4k,Loud vibrations and humming
16031,5ZzvDjviNDs,Sailing quickly on a windy day
101047,yexVJBeNQKQ,"A click occurs, then loud and prolonged hissing"
10734,3JtmlneYo1w,A man is speaking and cars are passing by
50049,OlNH8xBgeaA,A woman speaks as a baby cries nearby
53702,RBcfXuvo0_c,A group of people are clapping and yelling
53703,RBinHnxs6E4,A truck revs up and accelerates away
53701,RB_IKXQ2Zas,Knocking and splashing with a woman and man speaking
50041,Ol7Abn2p-DI,An engine revving up and down and tires squealing
42252,Jg3q84wnC1Q,A man speaking followed by plastic squeaking
31443,D9EnXMToTMw,High frequency humming and vibrating with a girl speaking
19331,75Qn7yv-71A,A man is snoring and something electronic is buzzing in the background
6021,1PAhGhQcnVo,Car engine with sirens and male vocals
6025,1PMqP8xaMbk,A crowd is murmuring and a car engine is idling
6026,1PNWBN0wht8,"The wind is blowing, rustling occurs, and a human hisses"
6027,1PNZqDDkkJk,Underwater sounds of people talking above the water followed by a mechanical whirl sound
10071,32ptEe--IM0,"Multiple dogs bark, traffic in the distance"
10070,32nwHoo0yis,Duck quacking female speaking
10073,32tzR69LJNE,Something is scratching a surface
19332,75Ro0rRqJdg,Sliding of an object followed by a faint clicking
10075,32vu_dTOVZM,A dog is barking and a woman speaks
10079,33387Oxs8nI,The engine of a speedboat raising away as the waves rush off
10078,331QXFJdFuA,A person is speaking and a car passes
16106,5b9hJxr17Ow,Banging then a meow followed by speech
16105,5b8LEzKSF0U,A horse is blowing air through its mouth and clip-clopping over background speech
45155,L_DMy5jx8yQ,Toilet flushing
45150,L_8OCtlTyh0,Birds are chirping and squawking
70442,bnwRhAbm4sI,"A large motor vehicle engine is humming and vibrating, and people are talking and laughing faintly in the background"
57884,U2KO2XVVsI4,A train approaches and blows a horn
10678,3IQNyuPVLSc,An alarm is dinging
57887,U2Ubd0rGt_o,Humming and rustling as a train passes with warning bells and a horn blowing
84303,lve0dJAoS2A,A helicopter spins up loudly as a person speaks
84307,lvmeoqN2t5U,A person whistles at low pitch nearby
64832,YrVRCiZw1XM,Loud idling engine with clanking and clunking sounds
40808,Il4ZJU-C7Sw,Man speaking and heavy artillery firing
29856,CHjCyG2vUbQ,Some goats bleat while some hen clucks
29854,CHcx5lQEpYA,Tires skid as a car revs its engine and accelerates
64836,YrjE-RABZ70,Birds tweet and a child talks
5308,171T5K54IBc,An object bursts and people laugh
5309,1737qgz80bY,"Tires squeal as a car passes, followed by another car passing"
64834,YrcgKNjNZCw,A faucet pouring water followed by a man speaking and plastic clacking
1061,-OHMkrOIL4k,Door moving while an adult man talks
5302,16roby7HLrA,Person typing fast
5305,16v-_tPDAXI,Geese are honking and animals are bleating
5307,170cIwF_Fzc,"Clicking occurs, and an adult male and female speak"
71715,clHI05bJNOg,An electric engine runs then a burst of spray occurs
71717,clKOsf4UxNo,A woman speaking as a group of people are laughing
33250,E6P4-V7-dho,Wind rustling and blowing with a man speaking
17869,6Q--LUIIlk4,A baby cries and screams while two women speak
17861,6PjHJnLL_6M,Wood being San by hand with a man speaking
17866,6Pu9qp6mTaw,"Adult females are speaking, clopping is present, and a bell rings"
83652,lRXScE7-nHU,"A loud male voice, speaking with a regular cadence, is followed by the clank of a dish followed by another dish clatter"
101446,yzK09X78Hg4,Birds chirp followed by a long and people speaking with some constant light clicking
66810,_DN1blj0wjc,People applause loudly nearby
89433,pjA0QIBU394,Spray and gurgling sounds with people speaking in the background
89439,pjLCrPdE6Ak,Loud crashes of waves on the beach and some footsteps and yelps
62177,X1YSEoi-6QQ,Race cars are speeding and skidding tires
51828,PuDOnOV_8Sg,People talking and yelling and a loud splashing sound
28811,BjSq6LdTFFs,Rustling followed by brief speech and then a loud belch
28813,BjYbp6cn4YE,A vehicle motor revs up high as wind blows loudly nearby
28814,BjZ1GAgZYO0,A race car engine accelerates rapidly nearby
58087,UAa03Tzkq-o,Loud hums and gunshots with music playing and men speaking
82010,kF7L-dI_3fI,An aircraft flies and gets closer
12569,44_CHl14Bq8,Power drill is being used a woman speaks then
12568,44Z8qGtzwEE,A baby is crying and whining
12560,44LCU509K5E,Wind blows sharply as a vehicle moves slowly
12563,44Og1UL55Ic,"Whistling, then some women talking"
12562,44NqOFir96c,"Multiple people yell, scream and cheer, and something erupts"
12564,44P_EviAJPA,Water is flowing and men are speaking
7413,1ygEBAUr6Ys,Truck running people speaking
7417,1yrRQxNaE0k,A man is speaking and crinkling a bag
7414,1yiBa6D_deg,"Children are speaking, and adults are speaking in the background"
67287,_YwQbXVh_IY,A helicopter propeller whirs nearby
48888,NzlbdmoRdlM,Flapping along with cooing
10842,3MidYCZfc6I,Thunder is crashing and rain is splashing
10846,3MtwLycJp7I,"Birds chirping, wings flap"
10847,3MvZNrzT_yY,Woman talking with water splashing and glasses clanging together then more clanging ending with glass squeaking sound
10849,3MymLHcqRUo,Kids are speaking and splashing water
84687,mCZWRhvwZjE,A woman laughing then talking as man is speaking while another man and woman speak in the background as a bird sharply chirps along with wind blowing in the microphone proceeded by footsteps walking on gravel vehicles passing by
84684,mCT93ut2W2s,Beeping sounds of a machine
19524,7BUa8XMuYXA,An engine is idling and a man is speaking over it
19527,7BWO9NzXxhw,Pig squealing while a man speaks
19520,7BKBNczA6hE,"Water splashes gently, a man speaks and a crowd mutters in unison"
38965,H_sfBZXFYLE,A machine operates by spinning
75047,fAsJLaepa6I,A train moves getting closer and a horn is triggered
61893,WowEFD9kzb4,Vibrations and clicking from a sewing machine
65730,ZTkq9QgWLAE,Loud engine sound followed by two men talking
2345,-v7RsB3lMyg,A cat meowing multiple times
2344,-v7IdeJI0-4,Women and male laugh while someone sneezes
2347,-v8F9YUEYQ8,Someone moving and the chair squeaking slightly is heard
2341,-v2Wp22bfNE,A man yelling and an engine revving
2340,-v2FkuCVLjo,An engine revving and skidding
2343,-v62cK1oN7Y,Speech in a helicopter
38961,H_bbH1KYWvg,Tick took of wood clock gears
