audiocap_id,youtube_id,caption
74053,eRJsmIqXFgU,A man is speaking while food is sizzling in the background followed by a low buzzing sound
55785,Sbb-Ssxiig4,Humming and vibrating followed by a flushing toilet
32583,DkDIkdq9vkg,A man and two kids talk while someone oinks
78926,hzFf55XeWC4,Traffic passes in the distance with goats bleating nearby
55780,SbJvrMGZUX4,Engine idling roughly
55781,SbO8HdCJnZA,Wind blows with faint coos of pigeons and traffic passing in the distance
55782,SbTLKYPyXNM,"A machine spins and rubs loudly multiple times, after which a man talks"
98605,wk1SUIhqRbw,A woman speaks and pours out water
51358,Pa3UjNwIQe0,A person whistles nearby several times
9940,3-bDwAIrVv4,Wind noise on ocean
9946,3-hTZdJ3ZC4,A saw is cutting through wood
9944,3-gngAAblb0,"Traffic hums in the distance a loud vibration followed by an explosion, two boys speak"
9945,3-h-5BTp3t8,Multiple loud booms followed by some explosions
9948,3-klPRTnm-k,A man speaking then a beeping noise
9949,3-p8O4-KtRg,A woman is talking and using a sewing machine
35589,FVNtJvdYJsk,"A man speaks into a microphone, a guitar plays, the audience laughs, and then a woman speaks"
56474,T4Y9zXfwFwM,Sewing machine starting and stopping with female narration
33065,E-yD2CPQlX4,"A loud, continuous horn followed by an engine running"
32054,DTMMacCOFP4,A saw cuts through wood at decreasing speed
57782,Tz2Hi4MDWV8,The entire time a loud static sound is joined with a constant clicking
57786,Tz9jESunN3E,Wind noise and gun fire sounds with a person talking
32059,DTY2lVShT7Y,Chirping as well as continuous running water
55877,SfmgU0bQP3Y,Clinking then vibrating and humming as an engine struggles to start
56783,TI1TMz_zcQg,And infant coping with speech and some laughter
56782,THxDggBFCNc,A train passes and sounds a horn
56788,TIJPKRt1WJU,A short sudden burst followed by a laugh
27929,BInkqoDuaQk,Man speaking and noises in background
69134,aqgFdyfYsVI,A whoosh occurs twice
50742,PC9V-nNfa_Q,A door opens and closes nearby several times
41228,J1mtFhwORcA,"A man talks nearby, and then water pours in the distance"
21874,8L2M5UkB19Q,A man laughing at a vehicle passing by honking
21876,8L4nZgdA-CQ,A woman is speaking and crumpling paper
21871,8KyktY80OIs,An older man is vocalizing something followed by tapping noises
21870,8KwqaI9PJuk,A crowd applauding and cheering
21873,8L05L2DQj3E,A door opening and then closing
21872,8L-uL3aIZnQ,People murmur an explosion occurs and the people laugh loudly
21879,8LKGUKp1VTs,"An appliance motor runs, clacking and humming occur, and an adult female is speaking"
99959,xnFeBledJGM,Water dribbles and splashes
99954,xn4AgQ3Ekrc,A train horn blows and alarm bells ring as heavy traffic passes by
99957,xnBOSgWl724,Water running and dripping with a man speaking softly
99956,xn5mGhUVfSs,"Steam hisses once followed by a whistle blowing twice, and then another steam hisses."
99951,xmxvQOpxIRQ,A train and train horn noise while people talking
99950,xmu69Km-SfA,Birds chirp and pigeons vocalize as a man speaks
99953,xn-Y2HMiVQ0,A train horn blares and warning bells ring as a loud motor passes
99388,xLJW_Agl0Yk,"A motor runs continuously, getting quieter and then louder again"
25331,A3wlYfKighY,A man speaking with distant speech in the background
75098,fDAErFAIneY,Several people talk while some object is rubbed
75092,fCrnwGE3lcg,A male voice talking on television when a kitten meows followed by a woman and then a child talking
75091,fChyDvFJ9Go,"A man talks as paper crumples, and then an object falls and clanks"
44425,L5kE4HUlgcc,A woman speaks and a motorcycle engine revs
101986,zPfnakWAsIE,Rustling and faint groaning with water splashing and a person cheering
101984,zPfEtFBcgxk,Consistent repetitive ticking of a clock
53956,RMzuDWsctNo,"A boat motor operates and water splashes, coming closer and then fading into the distance"
101981,zPVSeGOujoo,"Speedboat motors are roaring in the foreground, and speech is occurring in the background"
101980,zPTzROMJ-ZA,Sirens ring and crack
57439,TkFolVOaRMI,A cat meows and something shuffles on a hard surface
53959,RN55fvwUsXU,An airplane engine spins loudly
36773,GDUP2Q48jNM,A machine engine running and hissing
101989,zPxkvJ_u10Y,A man speaks with birds chirping in the distance
101988,zPr4nfemZqI,A man talking before shouting then whistling followed by rustling
14668,4z5v63UY_jA,People speaking followed by impassioned applause
14669,4zCGF-4R-Ws,"The wind is blowing, a railroad crossing alarm clangs in the distance, and a train horn blows"
18569,6k0b_y_bly0,"A person speaks, some clanking with a baby laughing"
18568,6k-Z4LkDWGw,Music plays as a man speaks and helicopters pass by
14660,4yzHORWG2W8,Pigeons cooing and flapping their wings
14661,4yzZXlD3FHY,"Bells and sirens ring, crows of people talk"
14663,4z2LSoUlWYk,Water flushes down the toilet
18567,6jyesNi9GyQ,Person making a speech
18566,6jwQjR9xCMM,Ticking from a coo clock which then alarms
18565,6juBjRUYGSs,"A person talking, clicking, and typing"
38609,HM5jtkVJNhU,Ducks quacking and a man talking
38604,HLzYhQ8Gbmk,"An adult male speaks, music begins during which a helicopter operates, and an adult female speaks"
38605,HM1M_c2o06k,A kid cries as a man is talking in the distance followed by a man laughing
38607,HM2cskmdTj8,As vehicles go by on the road a musical horn sound off a tune
83438,lGobidXhUdc,A drill drills through a surface rapidly and then squeaks
40968,IsHsdLjEu_k,Motor vehicle changing gears and driving over something
27829,BFHGv_6hU0Y,Engine revving loudly followed by idling
27824,BF6-iTkCyxc,"A mid-size motor is idling, vibrating and knocking"
27825,BFAa5nh2O_c,Clanking and clinking
27826,BFBfTeNZTkg,A large sprayer is stopping and starting in short bursts
27820,BF1KkbstHUA,Man speaking and vehicle noise
27821,BF2hpu1PU08,A man speaking
27822,BF5-cXvdNSI,A man speaking
27823,BF5iT-uPfno,A man speaking
797,-I6WHhIuts0,"Speech, speaking, male"
796,-I4INTpMKT4,Adult men having a conversation followed by laughter
795,-I2wwE7WFOU,Cat meowing and clicking noise
794,-I2UgD8y7lA,Gun firing and shooting during a rain and thunderstorm
793,-I1upuU0HXs,A cat is making noise and then a vehicle drives by
792,-I1oyppakM0,A man speaks and then water stream sound
790,-HyUH30KfyE,Someone makes fart spit noises at a baby that is laughing back
83387,lEP8RP33r2A,"Scuffing and scraping are accompanied by random quiet clattering and clicking, and an adult male is speaking in the background"
83383,lEHJVvqWb-Q,Some insects fly then a man sighs and birds tweets far away
798,-I777qzddsc,A rumble and then a hiss
71571,ceEf5FNGD2g,White noise followed by a loud horn honking twice
71570,ceEePagd0Xg,A woman squeaking then hiccuping followed by an infant laughing
71577,ceIFbXtedZw,Multiple bells ringing male voice distant in background
71576,ceHh3qPXrrc,A person breathes then sneezes
46234,MIQoPiyOI8k,Something pops and then kids laugh and gasp followed by a man speaking
73200,dnpnrlLGVLw,"A motorcycle decelerates, and then accelerates and revs loudly"
15139,5BZAJuIqqSI,Very heavy rainfall
15138,5BYjO-ydBg0,"Several ducks quack, people talk"
23501,98y_-mGbBBk,Wind blowing and ocean waves flowing gently
46239,MIYymubn6VA,Music plays and waves crash against a shoreline
15133,5BPn_JSMNg0,"Rhythmic thumping occurs, then a tap and a click"
15132,5BNedClv9kQ,A young boy speaks and water is gurgling
15130,5BLQ53e9BJo,People speak and wind blows as a car engine revs
15136,5BUN4_MyOPc,A motor boat is being driven in water and also paddling sound
15135,5BT1UhqoSEU,Two men are having a conversation then an engine is started up
15134,5BRITqoxrJ4,"Distant humming of an engine grows louder, bugs chirp, and wind blows"
77934,hFiHkCsoU7A,Fan followed by a spraying
31768,DKghJa7m_MU,Clip-clop of horse and loud voice talking and laughing
39554,Hy8lBFgMmJE,Light static followed by loud static
33894,ETXMll5dC8Q,An idle vehicle engine running
78118,hO_9E1WZmao,"A tapping noise, a woman and man talks, and a baby cries"
33893,ETWevns6YXg,A man narrates a speech on a loudspeaker
78115,hORFsem_42M,A toilet flushing and clanging sounds
78111,hO71Lk2CFd4,A vehicle horn plays a song
76089,fwuIwzCaPjI,Sizzling followed by a woman speaking
90197,qI-bOZAnrxE,A man is speaking with low clinking in the background
88523,p3KhsZnVtBc,Some faint hissing followed by two quick honks of a car horn
88527,p3VC1p3XTdU,"The wind blows, footsteps shuffle along a path and a car door is opened and closed twice"
72210,d5RszXSSfZE,Rustling with constant hisses
101575,z4sX27TnCxs,Water flowing and splashing followed by a man speaking
34049,E_2v6a6ybaI,A toilet flushing and a baby crying
31490,DAjPG5YGDX8,A man laughing followed by another man talking then another man talking
31497,DAvTcB127pA,A duck quacks many times and then a man talks and a gunshot rings out
38975,HaLSvENGaFE,A pet dog rubs an object and then pants quietly
47255,MwetCB3Z1OY,Gunfire with people talking
88299,otGDhvAUW7s,A child and a woman talk
33066,E02KUbxvDd4,A horse neighing in the background
88291,ot0eJyaXnls,Young women speaking and laughing
88295,otBMbrrIkXo,Someone snores lightly
88296,otCycYRVlpo,Two quacks followed by several sounds of wings flapping
70371,blsJdqplwPY,A loud buzz saw is sawing with occasional short knocks
83950,lf6ikZIYHTw,A little dog is barking with a little time between barks
28652,BdjB0yo-9x0,Water splashes as wind blows nearby
44385,L3wCSqsYHfU,"A child laughs outside as birds chirp from a distance, and a woman laughs faintly in the background"
21437,86o3pcExiBQ,A man speaks into a microphone and it echos
4760,0tdPAVBzzOE,A female speaking and sneezing
4763,0th3g6AlTJA,Large amounts of flowing water
4762,0tgAI98vTwc,Group of male speaks while a sudden pop appears
4765,0tmmDFk-lBQ,Engine revving and some type of sucking noise
4764,0tkcJH8EqJI,Water is splashing down
4767,0tot80uZKTg,A dog is snoring
4766,0tnbGdeER9Y,A car engine is revving
4768,0tovGTpKPmc,Helicopter propellers making noise
77063,gdV58s1yuaQ,A man speaks then some insects flies and a spray is triggered while a music is played and then a woman talks
77065,gdbLnmVMqig,"Wind noise, followed by a woman talking"
77067,gdcxLbopR6I,Racing vehicles accelerating from a distance growing louder than driving by at a high rate
19748,7HXueAMV24g,Metal is drug and clicks
19749,7HYGx4Izozk,"Over a distant crowd, a man speaks and another male speaks through a speaker"
19741,7HGrIr6GiVI,"People clapping and cheering in a crowd, continued clapping, a woman starts speaking"
19742,7HII0xcclAQ,An alarm that is going off and beeping
19743,7HSTb1PyZpo,A man making a speech
19744,7HSpbwWrii0,People are speaking then a telephone rings
19745,7HUQ_NtyY3k,A door is closed and the door is banged on
19746,7HWVQfTFKcU,A very loud engine accelerating
19747,7HWbeWU673Q,A power tool is being operated
72904,d_YeUmmhGbM,People talk in the distance and laugh nearby
28303,BUdjO0-RoBI,Music plays continuously
33578,EIcrelV7O5g,"Several adults and small children speaking, then a vehicle horn honks in an enclosed space"
78232,hU-r8kClxb4,Grinding noise against wood as bees are buzzing all around
98806,wu7KpsAROfo,Wind noises with a siren in the background
14977,56vER9_BuR4,A man and woman are talking and a baby cries out
44934,LRelPMuIjbU,Birds tweet while a woman talks nearby
86843,nmYNuhazgxc,A person breathing aloud then speaking as birds chirp in the background
86841,nmXBjYhZExY,A jet engine gets increasingly louder as people talk
86840,nmX-oWvziew,A baby cries and then a woman speaks while pumping something with air
86845,nmaPS9U_7wA,A stream runs and a plane flies overhead
81814,k6uz4Z-JIts,People talk in the distance followed by a sheep baaing
81817,k7-bo66KASE,A woman talks and birds tweet
81816,k6yOiAkgrYc,Birds chirping and singing with people whispering
81812,k6hZs9r4y7k,A motorcycle idling then accelerates shortly thereafter
42372,JlRG_Y8Arnk,A person sniffs and sneezes nearby several times
42374,Jl_pZA_qS6o,A man speaks then a bird begins chirping then man begins talking again and the bird chirps once more
42377,Jlr108zJjUg,People burping loudly
59025,Uqlm9XL0UwM,Audience applauding
98801,wtiScoqyBrY,Emergency vehicle siren blowing then woman speaking
10354,39R-FopJW4g,A group of birds are cooing
10355,39RxQKpnTVc,Dog whimpering and humans laughing
10357,39caNaFxznY,"White noise, and an engine trying to turn over, then revving loudly"
10350,39KEKb-8qVA,Birds chirping several gunshots men heard yelling
10351,39LGiH91A1g,Man talks with birds chirping and dogs barking in the distance
10352,39MgCsgIGu4,"An engine rattles, some clicking"
10358,39dMIojveVM,A vehicle speeds by while people are talking in the background
10359,39duPP49ILo,Several pigeons walking around possibly feeding and cooing
95713,uXWaC53QTuk,A baby cries while someone on TV screams
65889,ZZvrcW6SfRo,A helicopter propellers spinning
6259,1VYVlzf7yms,"A woman speaks, some paper crinkles"
6258,1VVr6_KQGwc,"Water runs, a cat groans angrily"
6253,1VPn8eFRA1I,Male grunts lead to a human whistle and hand clapping
6252,1VPLtD6f3ww,A small tool motor buzzes and an adult male speaks
6251,1VPLhdQgQyE,Scratching sounds are followed by a meowing cat
6250,1VLiTdN2udY,Heavy wave sound with wind blowing and a man talking
6257,1VVh1Gh-e3M,Water running followed by wind
6256,1VSLSGXlG1s,Screaming in the distance mixed with explosions and gunfire
6254,1VQZAJgvzWI,"Silence and some faint cracking noises, a cat meows"
70304,bilbFaUyuz0,Metal clangs together followed by a man speaking
70307,bj0ER7A8QnY,Someone fires a gun multiple times
42997,K9xwmQb4hCo,A toilet is flushed followed by a man briefly talking
8547,2QbILUeEoWM,A person talks and a bird chirps and whistles
832,-J22yBGHHts,Someone talks about picking up something at a hardware store
833,-J41lmPgpVg,The sound of wind buffeting as sounds of speeding vehicles go by
831,-J0fLqumm_s,The birds are flapping around and landing
836,-J7V0nrJZmY,A man makes a speech which is broadcast through loudspeakers
837,-J8jvsVQcvo,People laughing and then a dog growling
835,-J68o1PIdas,"Race car engines are running and fading, clicking is occurring, and tires are screeching"
45341,LgW6Rr9l32g,Insects buzzing followed by a man speaking then a woman speaking
45347,Lgjv58SI4so,Whining and whimpering followed by laughter and crying
68220,aED84YuTi4M,A helicopter flies and wind blows
61855,Wn7P3-4Fwfw,Two women laugh and one speaks
8542,2QX7_GceNp4,"A gun is firing, and whizzing and metal clinking occur"
56369,T-gcfJ5u3S0,A man speaks as cars drive in the background
66732,_A8HzWbQKEA,A man briefly talks followed by an engine working and a horn being triggered
70948,cAhblk1Tfow,A male voice speaks assertively as bursting sound effects are triggered
80854,jOvniWxCPC0,A man speaking as glass clanks during sharp scrapping
5248,15gUKMPjP2Y,"Wind blows, water splashes, people speak"
1728,-eZih1-3gVE,A man is giving a speech near a stream
1729,-ehQwV9uU8s,A dog whimpers and then starts to yip
1726,-eVxOV-eoco,Water pouring and gurgling
1727,-eZegd8pt-A,"Some clanking, bids chirp in the distance"
5247,15g4M0ZQC3w,A drill is being used against a metallic surface
1725,-eVdi8PdMh4,A train rattles loudly across tracks as the wheels clack
1722,-eMjrHiPiiI,"Air spraying, a man speaking"
1723,-eNPvQzh-QI,"Engines revving up, repeated ticking, music"
1720,-eF_bRS5kP0,"Clapping, a man speaking"
1721,-eMB3Xmjio4,A car is speeding up as you can hear it coasts along the road
40269,IQlnSOlOlW8,A man speaks followed by some rustling and vibrations from a power tool
63133,XgdL5l0hfpE,An engine revs continuously
40263,IQP-m69Kge0,Music is followed by a car revving loudly nearby several times
40267,IQhVtlr_zcY,A power tool drilling
14303,4opf0bc3eXY,A woman talks loudly
14302,4opHU6j_IOQ,Water is running
14301,4oo9pQt8bKI,A loud explosion goes off and a man laughs and speaks
14300,4oo170zBAS0,A car speeds by
14307,4oxyCXaEt58,A truck engine idles loudly then speeds up and idles loudly again
14306,4oxK5pWmTXw,A car engine is idling then revved up
14305,4orMS_t1saU,"A child is crying and speaking, and an adult female is speaking"
14304,4oqDWPv0AP4,A person is whistling and talking
92887,sN-ZWpTvL3E,Some birds tweet while an electronic music is played
93874,t7Pz3KRuIww,Wind blows as waves crash against a shoreline
93875,t7Ql9vLmIDU,Continuous applause followed by silence
94912,twdnno2e6lQ,"Boy laughing, followed by cat meowing and girl laughing"
45960,M5rYfOyxWx0,Water splashing and buzzing noises with a person talking
17969,6SvYgZrm8xI,A small machine quietly hums
17966,6SpyNx75Ruw,An engine idles a putters and someone begins talking
53430,R-C4BBOk1-8,Typing on a computer keyboard
17965,6SpvwR9iWx4,Waves crash into the shore
17962,6SmOoBwnPac,"An adult female is speaking, birds are chirping, and a horse snorts"
17963,6SmfBfdIEjk,"Paper is crinkling, and a young female is speaking"
17960,6SiP7tMq52U,"Mechanical humming with some banging, a person speaks then a faucet is turned on"
57017,TSJG4hBcivY,"A bug flies and buzzes, stops and then continues to buzz again"
63349,XpVbU-lVDzE,Something pops a few times while in the background there is a low hum followed by two gunshots
49730,OYftmAQsJ7I,Food sizzling while man speaks
78589,hkSx8u0NZKM,Wind noise under a microphone with ocean wave sounds
50417,OzwzTM2YcJk,"Pops of balloons, a laugh"
35934,FiMLxg_9cRg,"In a quiet environment, a click occurs followed by an appliance motor running and rhythmic whirring and clacking"
78586,hkL8djFmU3I,A train clatters by on a track and then honks blare and fade in the background
38971,HaJjCfNVVi0,A helicopter revs up nearby loudly
42709,JzKkzwgwyaM,People speak and a child whines and then it is repeated in slow motion
48877,Nz60Via4pGg,People speak and laugh while a horse clip-clops on wood
48870,NysGrTGCk5c,Camera muffling followed by an idle vehicle engine running
63347,XpHJeD_gMr0,Water lightly splashing and trickling as wind blows moderately into a microphone
48872,NyxDJ3k4Euw,Steam engine hiss with multiple voices
49849,Od4tR2mAoKM,A man speaks followed by several gunshots with wind blowing
48879,NzLQijpBlXU,Muffled wind along with waves splashing
82178,kNCpOPS5W0M,An infant crying as a person laughs then a woman and man yells
12468,41OjTWuAhFw,Train horn then train honk
12469,41QLfxTVtMU,A man is talking and water splashes
12464,41HmoShRLyo,An object is clicking
12465,41JNauxo3N8,A baby is crying loudly
12466,41LCAS35xP8,Engine idling noise
12467,41ObCwSN09U,Typing noise and person mumbling words
12460,41CLCpc_ArA,Music playing and rain falling with thunder
7777,27Y70wmCSRo,Sirens followed by a man speaking over a loudspeaker
7775,27Vho54XD_A,An animal snoring
7773,27U-NqlkDqY,A man and woman are having a conversation in a foreign language
7772,27M6RPjNdzM,A vehicle speeds by
7771,27Los1lbSXY,Loud music accompanying large loud motors roaring
7770,27Jaw_fIe0M,There is a whirring noise and a young woman talking
36451,G1G-_bBZUNU,Man talking while sewing machine runs
7779,27g0rHK9pRA,Vehicle running lightly with man speaking
7778,27ZSldfo0fg,A helicopter motor is running and accelerating
82280,kS87p59ekTQ,Wind blowing into a microphone followed by water splashing and birds chirping in the distance
82282,kSFzNuCWN94,Water splashing and trickling
82285,kSJ0DqHzZM4,"Gurgling water is in the background followed by a middle aged, low voice male narrating a series of steps"
88880,pJkS2MLSWUE,A group of people talking as a kid laughs and yells followed by a woman coughing as ocean waves crash and wind blows into a microphone
68499,aPbGbFIs1UQ,People speak in the background as cars drive through the rain
82289,kSO_KZ7r4-M,A lawn mower idles
88888,pKB2OAe3kK0,A woman talks the whole time while liquid boils and the food sizzles
55159,SAeLLm1r280,A man talks while tapping some objects
71399,cWr-gTY9Nlo,"A truck engine revs up, and then a truck passes by"
52193,Q9GWNx5FV7o,A train clanging on the tracks blaring its horn
84905,mN_SDOINm-4,Birds chirping as metal clacks followed by a sewing machine running
19263,73Y-QQcBXJc,A train blows its horn for a long time
19262,73WfwgEO89o,A motor engine idling then revving up
19261,73Vz2uj8iKY,An engine is idling outside and a man speaks
19260,73V8rqGw50c,A buzzing noise is going off intermittently
19267,73djRl9XPOY,A dog is growling
19266,73cEBs43TIM,A helicopters blades are rotating and a man is speaking over them
19265,73c7Hv_1dCI,A whistling tune
19264,73_C9SuUYqw,A baby moving around outside while a laugh is chuckled followed by a laugh and a goat noise
19269,73gGWJQ9pKw,Birds chirp then music begins to play and then an insect begins buzzing
19268,73g3Mpg8g-o,Water is flowing and two males are cheering and hollering
97394,vr719DikOQg,"A man giving a speech, laughing and snoring noises"
97397,vrJd66lZpdM,Several sheep bleat while someone whistles
64521,YdNoMh-N3Qw,"Following a child grunting as water trickles, an adult talks just before a child briefly speaks and makes a splashing sound"
81489,jr13OB2P65c,A man is speaking followed by a door squeaking and a man speaks
81480,jqqkuLb5pM0,Man speaking then sewing machine running
32282,D_ybMMBhBWQ,A heavy engine revving up
81484,jqtW7XUgm2w,"Gusty wind, a soft motor"
81485,jqtqV0BQ8GU,Rustling and clicking with distant frogs croaking and birds chirping
65567,ZMsrvL3sp00,A sewing machine stops and starts sewing as a radio plays in the background
65566,ZMqLZeQm8ug,Toy car circling the pavement
46081,MB-Lcs3YUmE,A clock dos ticktock and a siren is triggered
102272,ze1LAKSIQ7Y,Compressed air spraying followed by a series of rapid gunfire shots and metal rattling as fire burns and softly crackles in the background
49054,O5o3GagMgt0,A man speaks and then a swat and the man continues to talk
49057,O5wKqu7fcyw,Several emergency sirens are triggered followed by vehicles moving nearby
46088,MBOqPAErpyA,A vehicle moves while a man and a woman talk
49052,O5m38Le7mVk,A male burps then girls talking and burping
98518,wf8N1Ucfb7E,A crowd applause loudly in the distance
30715,Cl2_7dP2JZE,Vibrations and humming from a power tool running as a man speaks
2552,0-bn-Mo_4g0,Wind is blowing and it’s raining
2553,0-c8jQZf5LY,A baby is laughing
2554,0-fkDb9_MAo,A large group of people applauding
2555,0-gTHz5ukeY,A vehicles' engine starting up
2556,0-itgiHknUg,An adult male is speaking and a clicking noise is present
2557,0-oz5UCBmaA,An adult male speaks and a car engine is heard
2558,0-pdmPXJ9oo,A large demonstration with many male attendees and engines whirring in the background and people talking
2559,0-qHY5xlbaM,A man talking over a annoy system with motor vehicles being revved nearby
60905,W85mfTHOOgA,"Clanking, tapping and scratching"
94284,tR9fTVNKxWs,An infant sobbing
11476,3cWjU38qgLk,A person snoring while television is on in the background
11474,3cT_GSoPkY0,Vibration of a loud engine
11475,3cWSATCON4A,"A large motor vehicle engine is idling, and people are speaking in the background"
11472,3cO8hWFNqXQ,Man speaking followed by dog barking
11473,3cOaAKKok3k,"Hissing and splashing is present, and thumping and scraping are occurring"
57234,TbUiC1kIoco,Wind blowing hard with vibrations of an idling engine and a man speaking
11471,3cKyqflPY5E,"A child screaming and crying, and a woman talking"
79044,i2tzfPv4xKs,A group of men speaking and a motorboat engine revving then accelerating
43104,KEqIcRgm8j4,Cars pass on a road and the wind blows
43107,KEuMpSUVV-o,A machine works nearby and then stops
11479,3cc2GDUvdHo,Horse galloping and their hooves clip-clopping and a man speaking
46559,MVhTRNZTbng,A motorcycle engine works in idle
97534,vxobZlZCxk0,"Food fries in a pan, followed by a woman talking nearby as the food continues to fry"
90191,qHnHwwBJdoE,A bird flaps up nearby and then starts to tweet numerous times loudly
15062,59DBkmxgkrU,Woman speaking followed by a spraying noise and engine running
98882,wxqGlk32UmM,A steam engine whistle blowing several times as steam hisses and wind blows lightly into a microphone
98883,wxu5aeYM61g,A man speaking followed by a motorboat engine running idle followed by a motorboat running as water sprays and splashes
97538,vxvUtYVtHGw,A man talks while a phone rings along with a baby crying the whole time
46557,MVd9-sPJ2WM,A power tool making drilling noises
94130,tJiuViO59DE,A bus engine runs as people talk nearby
94136,tJyCHaZJzwo,A toy squeaking as wind blows into a microphone followed by a person clapping then sheep baaing
17145,657-OuYzkT4,A person chanting while a dog barks in the background
17146,658qdSect0U,Women laughing loudly followed by woman talking
17147,65CPiM_isno,"An adult male is speaking, insects are buzzing, a brief crackle, and an animal bleats"
17140,651qx3RNiRo,Sheep baaing and a woman speaking
17141,653pBegX3_U,A woman imitates a cat's meows then laughs
17142,655gsRnE6Ms,A group of people outdoors talking loudly to each other
17143,656-atNQ8KQ,Soft music and banging in the background
102510,zpH-hqq0LDY,A group of people shouting as birds chirp in the distance and wind blows into a microphone
102513,zpMwBUIuxgY,Typing on a computer keyboard
102512,zpMAr_f1xTA,A man speaks followed by a series of whistles
102515,zpVUtQ2EiNc,A vehicle driving by twice as wind blows into a microphone
90625,qcaqAkw62Ek,A woman is talking and a pig is oinking
102517,zpXAMKTX5zg,"An adult male speaks, followed by constant machine gun fire"
102519,zpbNs-7WI18,Hissing and scraping noise
102518,zpYVTdvhgnE,"An aircraft engine is producing a hissing roar, and an adult male is speaking in the background"
60423,Vn0ur1QiVps,A motorcycle engine is running and being revved repeatedly
60426,VnFa2IvNs9g,A car revs multiple times while a man speaks
919,-LR6jZzVFHs,Very distinct sound of keys being struck on a keyboard
918,-LOc2gxolPg,Woman speaking to someone else
914,-LLZF4A0MME,Low sound of an engine idling
917,-LO7Fehba7s,This sounds like the spray from the hose when washing down something
916,-LN_K1LXbJk,She is giving a speech
910,-LBRP__YS4U,A man is talking with a sound of rushing water in the background
913,-LKvu9q54f0,"Cats are meowing, dogs are barking, and then a woman speaks"
64216,YQbUczjTMm4,Bells ring as sheep bleat and a man speaks
64214,YQW1Kp3fBaA,Heavy rain and thunder crashing
64212,YQTHxW6Ey7k,Someone sprays onto a hard surface
99289,xG4PHxT_gfs,Continuous hissing with some a brief tap
22944,8rQxcLbhjMQ,A loud engine and helicopter blades spin constantly
99283,xFnB03Jt3NA,A bug buzzing in the background as a woman starts to talk and a slam
99284,xFndh2QPZG0,An engine running consistently
80466,j6H8c2hWik8,"Two cats are meowing and mewling, and a hum is present in the background"
66336,ZtmqZl5OOLU,Pigeons coo with some constant squeaking and distant humming
80468,j6UWYszzelk,Insects fly and birds tweet
27594,B8_L3reW4n0,A sweeping sounds is followed by birds chirping and tweeting
27590,B8TLrMJfq0Q,"An emergency vehicle siren blows, followed by another emergency vehicle siren"
27591,B8UjYd2pvQs,Clapping and cheers followed by a man speaking
27592,B8VhLKlh9pU,Water splashing and wind blowing
27598,B8bHyv0ki_g,Man speaking with horn sound
27599,B8b_0yX6Nzc,Bird and animal sounds are followed by clicking gun sounds
79043,i2tHuOnJTWY,A vehicle downshifts and passes by loudly nearby as people talk
99757,xdBn8vPzSuw,Loud continuous hissing
24355,9ZfOFvIcSeY,Continuous clip-clopping
49230,OCwEtJR6Ci8,A vehicle accelerates
48012,NQ_-OIKzcco,"Birds vocalize in the background, while pigeons take off and coo nearby"
48016,NQuUCyOtGAo,Bells ring and then some people speak
95831,ud2KWXftXjE,A man speaking briefly as a crowd of people talk
95660,uUw6oZ55n5c,Big bells clang rhythmically with a quiet background
29255,ByE9MpHSqP0,Drilling noise followed by a man speaking
57906,U3TTBU4VDUw,A motor vehicle engine idles nearby at a moderate speed
29253,ByB1QbVZP6o,A person talking with a scraping sound
22949,8rlCCsLH9Qw,A person says something into a microphone that has a glitch and a car starts and revs its engine and drives away
78358,h_2ro9jZJbU,An vehicle moves
78356,hZy4Cswre6s,Some scraping with a clunk and an explosion
78352,hZY-nvlw0_A,Loud humming and hissing
34280,Eh1KzzHCtZY,A smaller drill is droning on making a hole and then some squeaky mechanical movements
34281,Eh3JSliF2_g,A person talking with crinkling and crumpling sounds
34284,Eh9C8H8lnrI,A sheep bleats and metal clanks
34287,EhOnz2ebKPY,Several goats bleat with men speaking and wind blowing
79080,i4UuE4MpOZk,A group of people applauding
79083,i4c7YgTwvOY,Pressurized spraying followed by air hissing as plastic clacks on a surface
79084,i4fO8Va9zv0,Someone burps and a kid speaks
59509,VAuvQ_sJak0,Power tools are drilling
59505,VAkaEsUyYa8,Bird singing including a dove
78685,hoUqziqNOko,High pitched digital beeping
78687,hoaPSaNYl34,Hizzing sound accompanied by a man speaking
44462,L7Mev9QJoRc,Some crinkling of paper
92885,sMjWCcSva2M,A baby makes a whimper
42628,JwIrjk5lTGs,Mechanical scraping and vibrations
53665,RA4Fm4lQocs,Baby goat cries and snorts
26647,Ag0jW5QJzaQ,Wind blows and engines hum as water splashes
26646,AfzFN6B7f_U,A man speaking and clicking sound
26645,AfymIcLvzG0,Clanking followed by rapid gunfire
26642,AfrcYQw5mXw,A cellphone ringing a variety of tones
26641,AfrV3HG7JFw,A man speaks as a motorcycles passes by on the road
26640,AfqypGT8jVc,An engine running slowly
26648,Ag1Cwkz5uGw,Water splashing and people speaking
66215,Zo3Vu9AGmJo,A cracking sound accompanied by loud pounding
66216,Zo5I9Edz6Cw,"A motor is accelerating and then slows, then accelerates again"
50308,OuQ8C5rPMPU,A train horn is triggered shortly while an engine works
90997,qw8AtpwDEOA,A crowd of people talking followed by music playing faintly in the distance while audio static lightly hisses
50303,OuE-x0mpDEc,"Sheep bleat nearby, followed by a person talking, after which a sheep bleats, followed by a person yelling"
